sku,name,canonical_url,product_id,uid,in_stock,description_html,short_description_html,all_image_data,final_price_value,final_price_currency,regular_price_value,regular_price_currency,discount_percent_off,discount_amount_off,agegroup,article_description,article_simple,articlenumber,assortmenttype,barcodes,careinstruction,colection,color,color_description,color_name,composition,concept,context,customergroup,descriptive_detail,descriptivelength,designercollection,drycleaninstruction,environment,fast_selling,feature,fit,fragrancedescription,function,heel_height,is_voucher,launch_date,licensecompany,licenseitem,lookbook_random,measurementin_cm,member_price,neckline,newarrivals,occasion,online_date,pattern,presentationcolorgroup,presentationproductgroup,presentationproducttype,product_safety_warning,promotion_label,quality,retire_date,rgb,sale,shop_the_set,short_product_name,size,sleeve_length,sleeve_style,stilllife_random,style,stylenumber,supplier_information,textual_print,title_name,trending,visual_description,waist_rise,washinginstruction,weight,family_json,featured,accessory_style,benefit,brand,close,collar,colour,concern,coverage,finish,footwear_style,form,fragrance_family,fragrance_name,hair_type,key_ingredient,length,material,model,primary_simple,skin_tone,skin_type,special_occasions,subordinate_articles,trademark,voucher_type
1235388001,Cotton terry polo shirt,//id.hm.com/id_en/cotton-terry-polo-shirt-1235388001.html,2241447,2241447,True,Polo shirt in soft cotton terry featuring a turn-down collar with a small opening and a press-stud at the top. Short sleeves and a slit at each side of the hem.,Cotton terry polo shirt,"[{""url"": ""//id.hm.com/id_en/media/catalog/product8b6de6c82553e78657410d3542e331ba91b8eba4_xxl-1.jpg"", ""role"": ""main_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/product8b6de6c82553e78657410d3542e331ba91b8eba4_xxl-1.jpg"", ""role"": ""small_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/product8b6de6c82553e78657410d3542e331ba91b8eba4_xxl-1.jpg"", ""role"": ""thumbnail""}]",169900.0,IDR,169900.0,IDR,,,Baby,Light beige,no,1235388001,Clothing,,"No dry clean,Machine wash at 40°,Medium iron,Only non-chlorine bleach when needed,Tumble dry medium",,0,Beige,,,,,Boy,7e8be9a206f4ce9563c7cfb0c250c4888cf0f97a_xxl-1.jpg,,,No dry clean,,0,,Regular fit,,,,no,2024-04-11 00:00:00,,,8b6de6c82553e78657410d3542e331ba91b8eba4_xxl-1.jpg,,,,no,,2024-04-11 00:00:00,Solid colour,Beige,,T-shirt,,,,9999-12-31 00:00:00,#DFD7CA,no,,Polo shirt,0,,0,,Turn-down collar,1235388,,,,,,,,0.0,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
1274115001,2-piece cotton shirt and tie set,//id.hm.com/id_en/2-piece-cotton-shirt-and-tie-set-1274115001.html,3030459,3030459,True,"Set with a shirt and matching tie in a soft cotton weave. Shirt with a turn-down collar, long sleeves, and buttons down the front and at the cuffs. Tie with an adjustable, elasticated strap and a plastic fastener at the back.",2-piece cotton shirt and tie set,"[{""url"": ""//id.hm.com/id_en/media/catalog/productc7d157cc00c1fbe8803fbc82a2f82295ffaf0aeb_xxl-1.jpg"", ""role"": ""main_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/productc7d157cc00c1fbe8803fbc82a2f82295ffaf0aeb_xxl-1.jpg"", ""role"": ""small_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/productc7d157cc00c1fbe8803fbc82a2f82295ffaf0aeb_xxl-1.jpg"", ""role"": ""thumbnail""}]",379900.0,IDR,379900.0,IDR,,,Baby,Beige/Striped,no,1274115001,Clothing,,"No dry clean,Machine wash at 40°,Medium iron,Only non-chlorine bleach when needed,Tumble dry medium",,0,Beige,,"{""shell"":{""materials"":{""cotton"":""100.0""}},""details"":{""materials"":{""polyester"":""100.0""}}}",,Formal,Infants,4e9ef8371cc56d4a5f6ff6ec13297e2e19d62f17_xxl-1.jpg,"Long sleeve,Regular length",,,,1,,,,,,no,2025-02-24 00:00:00,,,c7d157cc00c1fbe8803fbc82a2f82295ffaf0aeb_xxl-1.jpg,,,,no,,2025-02-24 00:00:00,Striped,,,Shirt,Caution! Small parts can be swallowed if dropped Caution! Small parts can be swallowed if dropped. KEEP AWAY FROM FIRE,,,9999-12-31 00:00:00,#D9D1BD,no,,2-piece set,0,Long sleeve,0,c7d157cc00c1fbe8803fbc82a2f82295ffaf0aeb_xxl-1.jpg,Turn-down collar,1274115,Mainland China,,2-piece cotton shirt and tie set,,,,,0.0,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
1159770003,Zip-through hoodie,//id.hm.com/id_en/zip-through-hoodie-1159770003.html,1038462,1038462,True,Long-sleeved zip-through hoodie in soft sweatshirt fabric with a jersey-lined hood and zip down the front with an anti-chafe chin guard. Ribbing at the cuffs and hem.,Zip-through hoodie,"[{""url"": ""//id.hm.com/id_en/media/catalog/product4cff7c3a05905fe69c718c466c18eda69a603bb2_xxl-1.jpg"", ""role"": ""main_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/product4cff7c3a05905fe69c718c466c18eda69a603bb2_xxl-1.jpg"", ""role"": ""small_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/product4cff7c3a05905fe69c718c466c18eda69a603bb2_xxl-1.jpg"", ""role"": ""thumbnail""}]",199900.0,IDR,199900.0,IDR,,,"Baby,Newborn",Light grey marl,no,1159770003,Clothing,,"No dry clean,Machine wash at 40°,Medium iron,Only non-chlorine bleach when needed,Line dry",,0,Grey,,,BASICS,,Infants,628034444caf7f737c77e7ced83a47bd1a48485c_xxl-1.jpg,"Long sleeve,Regular length",,No dry clean,Conscious choice,0,,Regular fit,,,,no,2023-07-24 00:00:00,,,4cff7c3a05905fe69c718c466c18eda69a603bb2_xxl-1.jpg,,139930.000000,,no,,2023-07-24 00:00:00,Solid colour,Grey,,Sweatshirt,,,,2099-12-31 00:00:00,#AAAAAA,no,,Zip-through hoodie,0,Long sleeve,0,,Hooded jacket,1159770,,,Zip-through hoodie,,,,,0.0,"{""203649"":{""sku"":""1159770005"",""id"":""203649"",""url_key"":""zip-through-hoodie"",""rgb"":""#C0BBAD"",""small_image"":""60abfc793b8ebe49d7c3aa93c07af398ceb01447_xxl-1.jpg"",""thumbnail"":""60abfc793b8ebe49d7c3aa93c07af398ceb01447_xxl-1.jpg""},""758676"":{""sku"":""1159770004"",""id"":""758676"",""url_key"":""zip-through-hoodie-1159770004"",""rgb"":""#ABC29B"",""small_image"":""41f42887b8813d6ee202a9d7d677dd9a0a0cd8ff_xxl-1.jpg"",""thumbnail"":""41f42887b8813d6ee202a9d7d677dd9a0a0cd8ff_xxl-1.jpg""},""1038462"":{""sku"":""1159770003"",""id"":""1038462"",""url_key"":""zip-through-hoodie-1159770003"",""rgb"":""#AAAAAA"",""small_image"":""4cff7c3a05905fe69c718c466c18eda69a603bb2_xxl-1.jpg"",""thumbnail"":""4cff7c3a05905fe69c718c466c18eda69a603bb2_xxl-1.jpg""},""1300659"":{""sku"":""1159770002"",""id"":""1300659"",""url_key"":""zip-through-hoodie-1159770002"",""rgb"":""#D99DAC"",""small_image"":""3eb05ca63ebc30c1f415dfc3290e44f9ce4493c2_xxl-1.jpg"",""thumbnail"":""3eb05ca63ebc30c1f415dfc3290e44f9ce4493c2_xxl-1.jpg""},""2072526"":{""sku"":""1159770001"",""id"":""2072526"",""url_key"":""zip-through-hoodie-1159770001"",""rgb"":""#272628"",""small_image"":""a96f1aa644fa0ff5ad03829850b7bae24aaa717a_xxl-1.jpg"",""thumbnail"":""a96f1aa644fa0ff5ad03829850b7bae24aaa717a_xxl-1.jpg""}}",no,,,,,,,,,,,,,,,,,,,no,,,,no,,
1229267003,Cotton muslin romper suit,//id.hm.com/id_en/cotton-muslin-romper-suit-1229267003.html,2325335,2325335,True,"Sleeveless romper suit in soft cotton muslin featuring a front top layer in cotton poplin with broderie anglaise and a scalloped edge. Wide shoulder straps, square neckline with covered elastication and press-studs at the crotch (except in sizes 1–4Y).",Cotton muslin romper suit,"[{""url"": ""//id.hm.com/id_en/media/catalog/productbad9b19d8cb2001c15be4779f2cff1f6d3610765_xxl-1.jpg"", ""role"": ""main_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/productbad9b19d8cb2001c15be4779f2cff1f6d3610765_xxl-1.jpg"", ""role"": ""small_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/productbad9b19d8cb2001c15be4779f2cff1f6d3610765_xxl-1.jpg"", ""role"": ""thumbnail""}]",429900.0,IDR,429900.0,IDR,,,Baby,Mole,no,1229267003,Clothing,,"No dry clean,Machine wash at 40°,Medium iron,Only non-chlorine bleach when needed,Tumble dry medium",,0,Grey,,"{"""":{""materials"":{""cotton"":""100.0""}}}",,,Infants,a0d9f6bbcab240e27e0da93b7f674da62fc93d88_xxl-1.jpg|d8cbb575b3c6c7b6cd8a69e488a8214e1aecf211_xxl-1.jpg,"Sleeveless,Short",,No dry clean,,1,,,,,,no,2024-06-24 00:00:00,,,bad9b19d8cb2001c15be4779f2cff1f6d3610765_xxl-1.jpg,,,Square neckline,no,,2024-06-24 00:00:00,Solid colour,Grey,,Romper Suit,Caution! Small parts can be swallowed if dropped Caution! Small parts can be swallowed if dropped. KEEP AWAY FROM FIRE,,,9999-12-31 00:00:00,#908F91,no,,Romper suit,0,Sleeveless,0,bad9b19d8cb2001c15be4779f2cff1f6d3610765_xxl-1.jpg,Square neckline,1229267,India,,Cotton muslin romper suit,"['Frill', 'Scalloped Edge', 'Embroidered']",,,,0.0,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
1202458002,3-pack cotton jersey joggers,//id.hm.com/id_en/3-pack-cotton-jersey-joggers-1202458002.html,542706,542706,True,Joggers in supersoft cotton jersey with covered elastication and a drawstring at the waist. Straight legs with cuffed hems.,3-pack cotton jersey joggers,"[{""url"": ""//id.hm.com/id_en/media/catalog/productf1e54cf9f137821336c87eae2fff6b4ab21a82d0_xxl-1.jpg"", ""role"": ""main_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/productf1e54cf9f137821336c87eae2fff6b4ab21a82d0_xxl-1.jpg"", ""role"": ""small_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/productf1e54cf9f137821336c87eae2fff6b4ab21a82d0_xxl-1.jpg"", ""role"": ""thumbnail""}]",429900.0,IDR,429900.0,IDR,,,Baby,Light blue/Light green,no,1202458002,Clothing,,"No dry clean,Machine wash at 40°,High iron,Only non-chlorine bleach when needed,Tumble dry medium",,0,Blue,,"{""shell"": {""materials"": {""cotton"": ""95.0"", ""viscose"": ""5.0""}}}",,,Boy,bb884c081996965f718e4096ac143a95a5039dbe_xxl-1.jpg,Long,,No dry clean,,0,,Regular fit,,,,no,2023-08-14 00:00:00,,,f1e54cf9f137821336c87eae2fff6b4ab21a82d0_xxl-1.jpg,,300930.000000,,no,,2023-08-14 00:00:00,Solid colour,Blue,,Trousers,,,,2099-12-31 00:00:00,#97A1B0,no,,3-pack joggers,0,,0,,Joggers,1202458,,,3-pack cotton jersey joggers,,,,,0.0,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
0795311059,2-pack leggings,//id.hm.com/id_en/2-pack-leggings-0795311059.html,2882116,2882116,True,Leggings in soft cotton jersey with an elasticated waist.,2-pack leggings,"[{""url"": ""//id.hm.com/id_en/media/catalog/producta27a4e24b347bfb453313ff76492128924dc2add_xxl-1.jpg"", ""role"": ""main_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/producta27a4e24b347bfb453313ff76492128924dc2add_xxl-1.jpg"", ""role"": ""small_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/producta27a4e24b347bfb453313ff76492128924dc2add_xxl-1.jpg"", ""role"": ""thumbnail""}]",299900.0,IDR,299900.0,IDR,,,"Baby,Newborn",Light pink/Floral,no,0795311059,Clothing,,"No dry clean,Machine wash at 40°,Medium iron,Only non-chlorine bleach when needed,Line dry",,0,Pink,,"{"""":{""materials"":{""cotton"":""100.0""}}}",BASICS,,Infants,af18aaf58eea8c1a87b0ba6aaf48738b9dfcba15_xxl-1.jpg,"Long,Regular waist",,No dry clean,,,,,,,,no,2024-12-30 00:00:00,,,a27a4e24b347bfb453313ff76492128924dc2add_xxl-1.jpg,,,,no,,2024-12-30 00:00:00,Floral,,,Leggings,KEEP AWAY FROM FIRE Caution! Small parts can be swallowed if dropped. Caution! Small parts can be swallowed if dropped,,,9999-12-31 00:00:00,#CDB8B1,no,,2-pack leggings,0,,0,a27a4e24b347bfb453313ff76492128924dc2add_xxl-1.jpg,,0795311,Bangladesh,,2-pack leggings,Floral,,Regular waist,Machine wash at 40°,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275670003,2-piece printed cotton set,//id.hm.com/id_en/2-piece-printed-cotton-set-1275670003.html,3030465,3030465,True,"Set with a shirt and pair of shorts in a soft cotton weave with an all-over print. Short-sleeved shirt with a resort collar and buttons down the front. Shorts with an elasticated, drawstring waist, decorative front pockets and a fake fly.",2-piece printed cotton set,"[{""url"": ""//id.hm.com/id_en/media/catalog/product2b1e9221df8925abd318264e5437ef5d09993565_xxl-1.jpg"", ""role"": ""main_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/product2b1e9221df8925abd318264e5437ef5d09993565_xxl-1.jpg"", ""role"": ""small_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/product2b1e9221df8925abd318264e5437ef5d09993565_xxl-1.jpg"", ""role"": ""thumbnail""}]",379900.0,IDR,379900.0,IDR,,,Baby,White/Dinosaurs,no,1275670003,Clothing,,"No dry clean,Machine wash at 40°,Medium iron,Only non-chlorine bleach when needed,Tumble dry medium",,0,White,,"{"""":{""materials"":{""cotton"":""100.0""}}}",,,Infants,5fea0319eda6700ccfb751924ef1e95a50d46477_xxl-1.jpg,"Short sleeve,Short,Regular length",,,,1,,,,,,no,2025-03-03 00:00:00,,,2b1e9221df8925abd318264e5437ef5d09993565_xxl-1.jpg,,,,no,,2025-03-03 00:00:00,Patterned,,,"['Shirt', 'Shorts']",,,,9999-12-31 00:00:00,#ECE9E2,no,,2-piece set,0,Short sleeve,0,2b1e9221df8925abd318264e5437ef5d09993565_xxl-1.jpg,Resort collar,1275670,Bangladesh,,2-piece printed cotton set,Print,Dinosaurs,Regular waist,,0.0,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
1162041013,Cotton chinos,//id.hm.com/id_en/cotton-chinos-1162041013.html,3117772,3117772,True,"Chinos in soft cotton twill with an adjustable, elasticated waist, fake fly with a button and fake side pockets.",Cotton chinos,"[{""url"": ""//id.hm.com/id_en/media/catalog/product8d37abd841a1c1f15be33907a90e0fa20bc20336_xxl-1.jpg"", ""role"": ""main_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/product8d37abd841a1c1f15be33907a90e0fa20bc20336_xxl-1.jpg"", ""role"": ""small_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/product8d37abd841a1c1f15be33907a90e0fa20bc20336_xxl-1.jpg"", ""role"": ""thumbnail""}]",229900.0,IDR,229900.0,IDR,,,Baby,Light khaki green,no,1162041013,Clothing,,"No dry clean,Machine wash at 40°,High iron,Only non-chlorine bleach when needed,Tumble dry medium,Wash with similar colours",,0,Green,,"{"""":{""materials"":{""cotton"":""100.0""}}}",,,Infants,a454939a23a6ead69f3144ad7df7dce9fb936e6b_xxl-1.jpg,"Long,Regular waist",,No dry clean,,1,Adjustable waist,Regular fit,,,,no,2025-01-31 00:00:00,,,8d37abd841a1c1f15be33907a90e0fa20bc20336_xxl-1.jpg,,,,no,,2025-01-31 00:00:00,Solid colour,,,Trousers,KEEP AWAY FROM FIRE Caution! Small parts can be swallowed if dropped Caution! Small parts can be swallowed if dropped.,,,9999-12-31 00:00:00,#ACAB94,no,,Chinos,0,,0,8d37abd841a1c1f15be33907a90e0fa20bc20336_xxl-1.jpg,Chinos,1162041,Bangladesh,,Cotton chinos,,,Regular waist,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159381016,5-pack cotton bodysuits,//id.hm.com/id_en/5-pack-cotton-bodysuits-1159381016.html,2218959,2218959,True,Short-sleeved bodysuits in supersoft cotton jersey with lapped shoulders and press-studs at the crotch.,5-pack cotton bodysuits,"[{""url"": ""//id.hm.com/id_en/media/catalog/product75dcbfbc39274c4ec45af2a155180f36e53cb103_xxl-1.jpg"", ""role"": ""main_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/product75dcbfbc39274c4ec45af2a155180f36e53cb103_xxl-1.jpg"", ""role"": ""small_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/product75dcbfbc39274c4ec45af2a155180f36e53cb103_xxl-1.jpg"", ""role"": ""thumbnail""}]",429900.0,IDR,429900.0,IDR,,,"Baby,Newborn",Khaki green/Striped,no,1159381016,Clothing,,"No dry clean,Machine wash at 40°,Medium iron,Only non-chlorine bleach when needed,Line dry",,0,Blue,,"{"""":{""materials"":{""cotton"":""100.0""}}}",BASICS,,Infants,8a3799c968ddcf2b3109dee6b57ba09e6cdd6e36_xxl-1.jpg|d2ad0bce94359e77c14167de2a9db70b513a5bc7_xxl-1.jpg,Short sleeve,,No dry clean,Conscious choice,0,Supersoft,,,,,no,2024-04-29 00:00:00,,,75dcbfbc39274c4ec45af2a155180f36e53cb103_xxl-1.jpg,,,Round neck,no,,2024-04-29 00:00:00,Striped,Blue,,Bodysuit,KEEP AWAY FROM FIRE Caution! Small parts can be swallowed if dropped Caution! Small parts can be swallowed if dropped.,,,9999-12-31 00:00:00,#8D8C81,no,,5-pack bodysuits,0,Short sleeve,0,75dcbfbc39274c4ec45af2a155180f36e53cb103_xxl-1.jpg,Round neck,1159381,Bangladesh,,5-pack cotton bodysuits,,,,,0.0,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
0867135099,Ribbed cotton set,//id.hm.com/id_en/ribbed-cotton-set-0867135099.html,1165620,1165620,True,"Set with a long-sleeved top and pair of trousers in soft, ribbed cotton jersey. Top with a concealed press-stud on one shoulder (except in sizes 2–4Y) and ribbed cuffs. Trousers with covered elastication at the waist and ribbed hems.",Ribbed cotton set,"[{""url"": ""//id.hm.com/id_en/media/catalog/product80b7589fb8afc58563b75a51665dfbc276cad559_xxl-1.jpg"", ""role"": ""main_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/product80b7589fb8afc58563b75a51665dfbc276cad559_xxl-1.jpg"", ""role"": ""small_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/product80b7589fb8afc58563b75a51665dfbc276cad559_xxl-1.jpg"", ""role"": ""thumbnail""}]",229900.0,IDR,229900.0,IDR,,,"Baby,Newborn",Light pink,no,0867135099,Clothing,,"No dry clean,Machine wash at 40°,Medium iron,Only non-chlorine bleach when needed,Line dry",,0,Pink,,"{"""":{""materials"":{""cotton"":""95"",""elastane"":""5""}}}",BASICS,,Infants,03844984ab4ed2d9b077c5e6876f46bff7cb3729_xxl-1.jpg,"Long,Long sleeve",,,,1,,,,,,no,2023-07-08 00:00:00,,,,,,Round neck,no,,2023-07-08 00:00:00,Solid colour,Pink,,"['Trousers', 'T-shirt']",KEEP AWAY FROM FIRE Caution! Small parts can be swallowed if dropped. Caution! Small parts can be swallowed if dropped,,,2099-12-31 00:00:00,#D6BAB6,no,,2-piece set,0,Long sleeve,0,,Round neck,0867135,Bangladesh,,Ribbed cotton set,"['Frill', 'Pastel colours']",,,Machine wash at 40°,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160705006,2-piece cotton set,//id.hm.com/id_en/2-piece-cotton-set-1160705006.html,2184878,2184878,True,Set with a short-sleeved bodysuit and a pair of shorts in supersoft cotton jersey. Bodysuit with press-studs at the crotch and gathered seams around the legs. Shorts with a comfortable and snug fit around the nappy.,2-piece cotton set,"[{""url"": ""//id.hm.com/id_en/media/catalog/product29b67ba06656b3cf3c8f41e97915e5fc0549f8fe_xxl-1.jpg"", ""role"": ""main_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/product29b67ba06656b3cf3c8f41e97915e5fc0549f8fe_xxl-1.jpg"", ""role"": ""small_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/product29b67ba06656b3cf3c8f41e97915e5fc0549f8fe_xxl-1.jpg"", ""role"": ""thumbnail""}]",199900.0,IDR,199900.0,IDR,,,Newborn,Cream/Teddy bears,no,1160705006,Clothing,,"No dry clean,Machine wash at 40°,Medium iron,Only non-chlorine bleach when needed,Line dry",,0,White,,,,,Boy,1fe993438f28bd2250864b47251341817822306f_xxl-1.jpg|9e4cea53ecc4e51b9bc75c868a1fdd786000ed70_xxl-1.jpg,Regular waist,,No dry clean,Conscious choice,0,Supersoft,,,,,no,2024-04-15 00:00:00,,,29b67ba06656b3cf3c8f41e97915e5fc0549f8fe_xxl-1.jpg,,,,no,,2024-04-15 00:00:00,Patterned,White,,Bodysuit,,,,9999-12-31 00:00:00,#ECE7E1,no,,2-piece set,0,,0,,Round neck,1160705,,,,Print,Teddy bears,,,0.0,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
1200792004,Patterned sleepsuit,//id.hm.com/id_en/patterned-sleepsuit-1200792004.html,1311912,1311912,True,Sleepsuit in supersoft cotton jersey with an all-over print. Long sleeves with trims at the cuffs and long legs with cuffed hems. Press-studs down the front and one leg for easy changing.,Patterned sleepsuit,"[{""url"": ""//id.hm.com/id_en/media/catalog/product00363d03f5a93aacc7c7169a5c1d34deccdb49a5_xxl-1.jpg"", ""role"": ""main_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/product00363d03f5a93aacc7c7169a5c1d34deccdb49a5_xxl-1.jpg"", ""role"": ""small_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/product00363d03f5a93aacc7c7169a5c1d34deccdb49a5_xxl-1.jpg"", ""role"": ""thumbnail""}]",149900.0,IDR,149900.0,IDR,,,Baby,Red/Patterned,no,1200792004,Clothing,,"No dry clean,Machine wash at 40°,Medium iron,Only non-chlorine bleach when needed,Tumble dry medium",,0,Red,,"{""cuff"": {""materials"": {""cotton"": ""95.0"", ""elastane"": ""5.0""}}, ""shell"": {""materials"": {""cotton"": ""100.0""}}}",,,Infants,ec0e5fafa65313e2b0c68fc2cc3dad1b011b6a94_xxl-1.jpg,"Long,Long sleeve",,No dry clean,,0,Supersoft,Regular fit,,,,no,2023-09-18 00:00:00,,,00363d03f5a93aacc7c7169a5c1d34deccdb49a5_xxl-1.jpg,,104930.000000,Round neck,no,Christmas,2023-09-18 00:00:00,Patterned,Red,Nightwear,Sleepsuit,,,,2099-12-31 00:00:00,#812532,no,,Sleepsuit,0,Long sleeve,0,,Round neck,1200792,,,Patterned sleepsuit,Print,Snowflakes,,,0.0,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
1129301003,Pointelle jersey top,//id.hm.com/id_en/pointelle-jersey-top-1129301003.html,192135,192135,True,"Short-sleeved top in soft, cotton pointelle jersey with ribbed sections. Keyhole opening with a button at the back of the neck and overlocked edges around the neckline and at the cuffs and hem.",Pointelle jersey top,"[{""url"": ""//id.hm.com/id_en/media/catalog/product0cec0a54389e4980352e88ddcc68979116778f15_xxl-1.jpg"", ""role"": ""main_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/product0cec0a54389e4980352e88ddcc68979116778f15_xxl-1.jpg"", ""role"": ""small_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/product0cec0a54389e4980352e88ddcc68979116778f15_xxl-1.jpg"", ""role"": ""thumbnail""}]",169900.0,IDR,169900.0,IDR,,,Baby,Beige,no,1129301003,Clothing,,"No dry clean,Machine wash at 60°,High iron,Only non-chlorine bleach when needed,Tumble dry medium",,0,Beige,,,,,Girl,da51db10d5173650878427a08f4db855ac97d547_xxl-1.jpg|1103e6260b845e7a7f9b2293d8d370b0d97eef6f_xxl-1.jpg,Regular length,,No dry clean,,1,,Regular fit,,,,no,2023-04-24 00:00:00,,,,,118930.000000,,no,,2023-04-24 00:00:00,Solid colour,Beige,,Top,,,,2099-12-31 00:00:00,#C1AC93,no,,Top,0,,0,,Stand-up collar,1129301,,,Pointelle jersey top,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005036023,Waffled cotton set,//id.hm.com/id_en/waffled-cotton-set-1005036023.html,3269688,3269688,True,"Cosy set in soft, waffled cotton jersey with a top and trousers. Long-sleeved top with a concealed press-stud on one shoulder (except in sizes 2-4Y) and ribbing around the neckline and cuffs. Trousers with covered elastication and a drawstring at the waist, and ribbed hems.",Waffled cotton set,"[{""url"": ""//id.hm.com/id_en/media/catalog/product1cd511d6382c7797318eb3c435775b900b4fa4f7_xxl-1.jpg"", ""role"": ""main_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/product1cd511d6382c7797318eb3c435775b900b4fa4f7_xxl-1.jpg"", ""role"": ""small_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/product1cd511d6382c7797318eb3c435775b900b4fa4f7_xxl-1.jpg"", ""role"": ""thumbnail""}]",379900.0,IDR,379900.0,IDR,,,"Baby,Newborn",Light blue,no,1005036023,Clothing,,"No dry clean,Machine wash at 40°,Medium iron,Only non-chlorine bleach when needed,Line dry",,0,Blue,,"{"""":{""materials"":{""cotton"":""100.0""}}}",BASICS,,Infants,50bd45ea9178e208cfc5bf7095c461761e80d16b_xxl-1.jpg,"Long,Long sleeve",,No dry clean,Conscious choice,,,,,,,no,2024-12-30 00:00:00,,,1cd511d6382c7797318eb3c435775b900b4fa4f7_xxl-1.jpg,,,Round neck,no,,2024-12-30 00:00:00,Solid colour,,,"['Trousers', 'T-shirt']",KEEP AWAY FROM FIRE Caution! Small parts can be swallowed if dropped. Caution! Small parts can be swallowed if dropped,,,9999-12-31 00:00:00,#97A1B0,no,,2-piece set,0,Long sleeve,0,1cd511d6382c7797318eb3c435775b900b4fa4f7_xxl-1.jpg,Round neck,1005036,Bangladesh,,Waffled cotton set,,,,Machine wash at 40°,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270141002,2-piece dungarees and top set,//id.hm.com/id_en/2-piece-dungarees-and-top-set-1270141002.html,2907730,2907730,True,"Set with dungarees in a crinkled weave and a jersey top, both made from cotton. Dungarees with adjustable shoulder straps with button fastening and an open chest pocket. Concealed press-studs at the sides and down the legs for easy changing (no press-studs down the legs in sizes 1–4Y). Short-sleeved top featuring a round, rib-trimmed neckline with press-studs on one side (except in sizes 2–4Y), and dropped shoulders.",2-piece dungarees and top set,"[{""url"": ""//id.hm.com/id_en/media/catalog/product86065352536dfe9b678cc356910c3e3e59329dfa_xxl-1.jpg"", ""role"": ""main_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/product86065352536dfe9b678cc356910c3e3e59329dfa_xxl-1.jpg"", ""role"": ""small_image""}, {""url"": ""//id.hm.com/id_en/media/catalog/product86065352536dfe9b678cc356910c3e3e59329dfa_xxl-1.jpg"", ""role"": ""thumbnail""}]",499900.0,IDR,499900.0,IDR,,,Baby,Brown/White,no,1270141002,Clothing,,"No dry clean,Machine wash at 40°,Medium iron,Only non-chlorine bleach when needed,Tumble dry medium",,0,Brown,,"{"""":{""materials"":{""cotton"":""100.0""}}}",,,Infants,6907b203270fae4154f31198252282a665bba026_xxl-1.jpg,"Short sleeve,Regular length,Long",,,,1,,,,,,no,2025-01-20 00:00:00,,,86065352536dfe9b678cc356910c3e3e59329dfa_xxl-1.jpg,,,Round neck,no,,2025-01-20 00:00:00,Solid colour,,,"['Trousers', 'T-shirt']",Caution! Small parts can be swallowed if dropped Caution! Small parts can be swallowed if dropped. KEEP AWAY FROM FIRE,,,9999-12-31 00:00:00,#866B55,no,,2-piece set,0,,0,86065352536dfe9b678cc356910c3e3e59329dfa_xxl-1.jpg,Dungarees,1270141,Bangladesh,,2-piece dungarees and top set,,,,,0.0,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
